,ID_Func,Perfil,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise para RH
350,350,Perfil 3,42,Não,RH,Ensino_Mèdio,Tech,Alta,Masculino,Alto,Human Resources,Alta,Divorciado,2696,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
351,351,Perfil 1,32,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Tecnico_Lab,Média,Casado,2370,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
352,352,Perfil 2,48,Não,Vendas,Ensino_Mèdio,Médico,Baixa,Feminino,Alto,Gerente,Alta,Casado,12504,Médio,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
353,353,Perfil 1,37,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Muito Alto,Pesquisa_Cientifica,Baixa,Divorciado,5974,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
354,354,Perfil 3,30,Não,Vendas,Faculdade,Tech,Muito Alta,Feminino,Alto,Executivo_Vendas,Alta,Casado,4736,Médio,Muito Alta,Colaboradores muito bem comprometidos com a empresa
355,355,Perfil 3,26,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Alto,Executivo_Vendas,Alta,Casado,5296,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
356,356,Perfil 2,42,Não,P & D,Mestrado,Outros,Baixa,Masculino,Médio,Repres_Saúde,Muito Alta,Solteiro,6781,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
357,357,Perfil 2,21,Sim,Vendas,Ensino_Mèdio,Tech,Baixa,Feminino,Médio,Repres_Vendas,Média,Solteiro,2174,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
358,358,Perfil 3,36,Não,Vendas,Doutorado,Médico,Muito Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Solteiro,6653,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
359,359,Perfil 2,36,Não,Vendas,Mestrado,Médico,Baixa,Masculino,Médio,Executivo_Vendas,Muito Alta,Casado,9699,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
360,360,Perfil 3,57,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Repres_Saúde,Alta,Casado,6755,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
361,361,Perfil 3,40,Não,P & D,Mestrado,Biologia,Muito Alta,Feminino,Muito Alto,Tecnico_Lab,Alta,Casado,2213,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
362,362,Perfil 2,21,Não,Vendas,Faculdade,Médico,Baixa,Masculino,Alto,Repres_Vendas,Muito Alta,Solteiro,2610,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
363,363,Perfil 3,33,Sim,Vendas,Pos_Graduado,Marketing,Muito Alta,Feminino,Alto,Repres_Vendas,Alta,Solteiro,2851,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
364,364,Perfil 1,37,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Tecnico_Lab,Baixa,Casado,3452,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
365,365,Perfil 3,46,Não,P & D,Mestrado,Médico,Alta,Feminino,Alto,Diretor_Manufatura,Alta,Casado,5258,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
366,366,Perfil 2,41,Sim,Vendas,Pos_Graduado,Marketing,Baixa,Masculino,Alto,Executivo_Vendas,Média,Solteiro,9355,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
367,367,Perfil 3,50,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Médio,Repres_Saúde,Muito Alta,Solteiro,10496,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
368,368,Perfil 2,40,Sim,Vendas,Faculdade,Marketing,Alta,Masculino,Médio,Executivo_Vendas,Alta,Casado,6380,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
369,369,Perfil 1,31,Não,P & D,Mestrado,Biologia,Alta,Masculino,Médio,Pesquisa_Cientifica,Média,Solteiro,2657,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
370,370,Perfil 3,21,Sim,Vendas,Pos_Graduado,Biologia,Alta,Feminino,Muito Alto,Repres_Vendas,Média,Solteiro,2716,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
371,371,Perfil 3,29,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,2201,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
372,372,Perfil 1,35,Não,P & D,Mestrado,Biologia,Alta,Masculino,Médio,Repres_Saúde,Média,Solteiro,6540,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
373,373,Perfil 1,27,Não,P & D,Faculdade,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Média,Divorciado,3816,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
374,374,Perfil 3,28,Não,Vendas,Mestrado,Biologia,Média,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,5253,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
375,375,Perfil 2,49,Não,P & D,Pos_Graduado,Outros,Média,Masculino,Médio,Repres_Saúde,Alta,Solteiro,10965,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
376,376,Perfil 3,51,Não,Vendas,Faculdade,Biologia,Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,4936,Alto,Média,Colaboradores muito bem comprometidos com a empresa
377,377,Perfil 3,36,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Alta,Casado,2543,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
378,378,Perfil 2,34,Sim,Vendas,Pos_Graduado,Marketing,Baixa,Masculino,Muito Alto,Executivo_Vendas,Muito Alta,Solteiro,5304,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
379,379,Perfil 3,55,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Alto,Gerente,Muito Alta,Solteiro,16659,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
380,380,Perfil 3,24,Não,Vendas,Mestrado,Marketing,Muito Alta,Feminino,Alto,Executivo_Vendas,Alta,Divorciado,4260,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
381,381,Perfil 2,30,Não,Vendas,Ensino_Mèdio,Tech,Alta,Masculino,Alto,Repres_Vendas,Média,Casado,2476,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
382,382,Perfil 1,26,Sim,P & D,Ensino_Mèdio,Tech,Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Solteiro,3102,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
383,383,Perfil 1,22,Não,P & D,Pos_Graduado,Médico,Baixa,Feminino,Alto,Pesquisa_Cientifica,Média,Casado,2244,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
384,384,Perfil 2,36,Não,Vendas,Faculdade,Médico,Média,Masculino,Médio,Executivo_Vendas,Alta,Casado,7596,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
385,385,Perfil 3,30,Sim,P & D,Pos_Graduado,Tech,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,2285,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
386,386,Perfil 1,37,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Tecnico_Lab,Baixa,Divorciado,3034,Alto,Média,Colaboradores com baixa satisfação com o trabalho
387,387,Perfil 1,40,Não,Vendas,Faculdade,Marketing,Muito Alta,Feminino,Alto,Executivo_Vendas,Média,Divorciado,5715,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
388,388,Perfil 1,42,Não,P & D,Mestrado,Biologia,Média,Feminino,Alto,Tecnico_Lab,Baixa,Divorciado,2576,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
389,389,Perfil 1,37,Não,P & D,Mestrado,Biologia,Alta,Masculino,Alto,Diretor_Manufatura,Média,Solteiro,4197,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
390,390,Perfil 2,43,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Médio,Diretor_Pesquisa,Média,Divorciado,14336,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
391,391,Perfil 2,40,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Médio,Tecnico_Lab,Alta,Casado,3448,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
392,392,Perfil 2,54,Não,P & D,Faculdade,Médico,Baixa,Masculino,Alto,Diretor_Pesquisa,Baixa,Casado,19406,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
393,393,Perfil 2,34,Não,Vendas,Mestrado,Marketing,Alta,Feminino,Alto,Executivo_Vendas,Alta,Casado,6538,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
394,394,Perfil 2,31,Não,P & D,Faculdade,Médico,Média,Feminino,Alto,Diretor_Manufatura,Baixa,Casado,4306,Médio,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
395,395,Perfil 3,43,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2258,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
396,396,Perfil 3,43,Não,P & D,Mestrado,Outros,Alta,Feminino,Alto,Repres_Saúde,Alta,Divorciado,4522,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
397,397,Perfil 2,25,Não,Vendas,Faculdade,Biologia,Média,Feminino,Médio,Executivo_Vendas,Muito Alta,Solteiro,4487,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
398,398,Perfil 2,37,Não,P & D,Doutorado,Médico,Média,Feminino,Alto,Pesquisa_Cientifica,Alta,Casado,4449,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
399,399,Perfil 1,31,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Médio,Tecnico_Lab,Baixa,Casado,2218,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
400,400,Perfil 3,39,Não,P & D,Ensino_Mèdio,Biologia,Média,Masculino,Alto,Gerente,Alta,Divorciado,19197,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
401,401,Perfil 1,56,Não,Vendas,Pos_Graduado,Biologia,Alta,Feminino,Muito Alto,Executivo_Vendas,Baixa,Casado,13212,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
402,402,Perfil 2,30,Não,Vendas,Pos_Graduado,Tech,Média,Feminino,Alto,Executivo_Vendas,Alta,Solteiro,6577,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
403,403,Perfil 1,41,Não,Vendas,Pos_Graduado,Marketing,Média,Masculino,Muito Alto,Executivo_Vendas,Baixa,Casado,8392,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
404,404,Perfil 1,28,Não,P & D,Faculdade,Médico,Alta,Masculino,Alto,Tecnico_Lab,Baixa,Divorciado,4558,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
405,405,Perfil 1,25,Sim,P & D,Pos_Graduado,Médico,Baixa,Masculino,Alto,Tecnico_Lab,Baixa,Casado,4031,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
406,406,Perfil 3,52,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Médio,Diretor_Manufatura,Alta,Casado,7969,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
407,407,Perfil 3,45,Não,P & D,Faculdade,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,2654,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
408,408,Perfil 3,52,Não,P & D,Faculdade,Biologia,Muito Alta,Feminino,Alto,Gerente,Muito Alta,Casado,16555,Muito Alto,Baixa,Colaboradores muito bem comprometidos com a empresa
409,409,Perfil 2,42,Não,P & D,Faculdade,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Alta,Divorciado,4556,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
410,410,Perfil 3,30,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Baixo,Diretor_Manufatura,Muito Alta,Solteiro,6091,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
411,411,Perfil 2,60,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Gerente,Baixa,Casado,19566,Muito Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
412,412,Perfil 3,46,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Diretor_Manufatura,Alta,Divorciado,4810,Alto,Média,Colaboradores muito bem comprometidos com a empresa
413,413,Perfil 3,42,Não,P & D,Mestrado,Tech,Muito Alta,Feminino,Médio,Repres_Saúde,Muito Alta,Casado,4523,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
414,414,Perfil 2,24,Sim,Vendas,Ensino_Mèdio,Tech,Baixa,Feminino,Alto,Repres_Vendas,Média,Solteiro,3202,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
415,415,Perfil 3,34,Sim,Vendas,Faculdade,Marketing,Muito Alta,Feminino,Baixo,Repres_Vendas,Alta,Divorciado,2351,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
416,416,Perfil 3,38,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,1702,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
417,417,Perfil 3,40,Não,Vendas,Mestrado,Biologia,Alta,Feminino,Alto,Gerente,Alta,Casado,18041,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
418,418,Perfil 2,26,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,2886,Médio,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
419,419,Perfil 3,30,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2097,Alto,Baixa,Colaboradores muito bem comprometidos com a empresa
420,420,Perfil 2,29,Não,P & D,Mestrado,Médico,Média,Masculino,Médio,Diretor_Pesquisa,Alta,Casado,11935,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
421,421,Perfil 1,29,Sim,P & D,Doutorado,Tech,Alta,Feminino,Médio,Pesquisa_Cientifica,Média,Casado,2546,Médio,Muito Alta,Colaboradores com baixa satisfação com o trabalho
422,422,Perfil 3,19,Sim,RH,Faculdade,Tech,Baixa,Masculino,Médio,Human Resources,Muito Alta,Solteiro,2564,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
423,423,Perfil 1,30,Não,Vendas,Mestrado,Outros,Alta,Feminino,Alto,Executivo_Vendas,Baixa,Casado,8412,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
424,424,Perfil 2,57,Não,Vendas,Pos_Graduado,Marketing,Baixa,Masculino,Médio,Gerente,Muito Alta,Divorciado,14118,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
425,425,Perfil 2,50,Não,P & D,Mestrado,Biologia,Média,Masculino,Médio,Gerente,Alta,Casado,17046,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
426,426,Perfil 3,30,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2564,Alto,Média,Colaboradores muito bem comprometidos com a empresa
427,427,Perfil 1,60,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Médio,Executivo_Vendas,Baixa,Casado,10266,Muito Alto,Muito Alta,Colaboradores com baixa satisfação com o trabalho
428,428,Perfil 3,47,Não,P & D,Faculdade,Médico,Baixa,Feminino,Alto,Diretor_Manufatura,Muito Alta,Divorciado,5070,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
429,429,Perfil 2,46,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Diretor_Pesquisa,Alta,Casado,17861,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
430,430,Perfil 3,35,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Baixo,Tecnico_Lab,Alta,Solteiro,4230,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
431,431,Perfil 3,54,Não,P & D,Mestrado,Biologia,Alta,Feminino,Alto,Tecnico_Lab,Alta,Solteiro,3780,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
432,432,Perfil 3,34,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Médio,Pesquisa_Cientifica,Alta,Divorciado,2768,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
433,433,Perfil 3,46,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Casado,9071,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
434,434,Perfil 3,31,Não,P & D,Ensino_Mèdio,Biologia,Alta,Masculino,Alto,Diretor_Manufatura,Média,Divorciado,10648,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
435,435,Perfil 3,33,Sim,P & D,Ensino_Mèdio,Médico,Média,Masculino,Alto,Gerente,Alta,Casado,13610,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
436,436,Perfil 2,33,Sim,P & D,Ensino_Mèdio,Médico,Baixa,Masculino,Baixo,Tecnico_Lab,Muito Alta,Divorciado,3408,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
437,437,Perfil 1,30,Não,Vendas,Ensino_Mèdio,Marketing,Muito Alta,Masculino,Alto,Repres_Vendas,Média,Solteiro,2983,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
438,438,Perfil 3,35,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Repres_Saúde,Alta,Casado,7632,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
439,439,Perfil 2,31,Sim,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Repres_Saúde,Alta,Casado,9824,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
440,440,Perfil 1,34,Sim,RH,Pos_Graduado,Recursos_Humanos,Média,Feminino,Alto,Human Resources,Baixa,Divorciado,9950,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
441,441,Perfil 3,42,Não,P & D,Faculdade,Outros,Média,Masculino,Alto,Tecnico_Lab,Alta,Casado,2093,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
442,442,Perfil 3,36,Não,Vendas,Mestrado,Médico,Média,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,9980,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
443,443,Perfil 3,22,Sim,P & D,Ensino_Mèdio,Tech,Alta,Masculino,Médio,Tecnico_Lab,Alta,Solteiro,3894,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
444,444,Perfil 2,48,Não,Vendas,Doutorado,Marketing,Média,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,4051,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
445,445,Perfil 1,55,Não,Vendas,Doutorado,Biologia,Baixa,Feminino,Alto,Gerente,Média,Solteiro,16835,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
446,446,Perfil 3,41,Não,Vendas,Faculdade,Biologia,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,6230,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
447,447,Perfil 3,35,Não,Vendas,Pos_Graduado,Marketing,Média,Masculino,Alto,Executivo_Vendas,Alta,Casado,4717,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
448,448,Perfil 3,40,Não,P & D,Pos_Graduado,Biologia,Média,Feminino,Alto,Diretor_Manufatura,Alta,Solteiro,13237,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
449,449,Perfil 2,39,Não,P & D,Ensino_Mèdio,Biologia,Alta,Feminino,Alto,Tecnico_Lab,Alta,Casado,3755,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
450,450,Perfil 3,31,Não,Vendas,Ensino_Mèdio,Biologia,Média,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,6582,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
451,451,Perfil 1,42,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Diretor_Manufatura,Baixa,Casado,7406,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
452,452,Perfil 1,45,Não,Vendas,Pos_Graduado,Outros,Muito Alta,Masculino,Alto,Executivo_Vendas,Média,Casado,4805,Médio,Muito Alta,Colaboradores com baixa satisfação com o trabalho
453,453,Perfil 2,26,Sim,RH,Mestrado,Biologia,Média,Feminino,Alto,Human Resources,Alta,Divorciado,2741,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
454,454,Perfil 3,29,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Alto,Diretor_Manufatura,Muito Alta,Divorciado,4262,Médio,Muito Alta,Colaboradores muito bem comprometidos com a empresa
455,455,Perfil 3,33,Não,P & D,Doutorado,Médico,Baixa,Feminino,Muito Alto,Diretor_Pesquisa,Alta,Divorciado,16184,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
456,456,Perfil 3,31,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Médio,Gerente,Muito Alta,Divorciado,11557,Alto,Média,Colaboradores muito bem comprometidos com a empresa
457,457,Perfil 1,18,Sim,Vendas,Pos_Graduado,Marketing,Média,Masculino,Alto,Repres_Vendas,Média,Solteiro,1878,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
458,458,Perfil 1,40,Não,Vendas,Pos_Graduado,Outros,Alta,Masculino,Baixo,Executivo_Vendas,Baixa,Divorciado,10932,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
459,459,Perfil 2,41,Não,P & D,Mestrado,Outros,Baixa,Feminino,Médio,Repres_Saúde,Alta,Solteiro,6811,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
460,460,Perfil 2,26,Não,Vendas,Faculdade,Médico,Baixa,Masculino,Alto,Executivo_Vendas,Alta,Divorciado,4306,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
461,461,Perfil 3,35,Não,Vendas,Pos_Graduado,Médico,Baixa,Feminino,Alto,Executivo_Vendas,Alta,Solteiro,4859,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
462,462,Perfil 3,34,Não,Vendas,Mestrado,Biologia,Muito Alta,Masculino,Muito Alto,Executivo_Vendas,Muito Alta,Solteiro,5337,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
463,463,Perfil 2,26,Sim,P & D,Pos_Graduado,Tech,Alta,Masculino,Baixo,Tecnico_Lab,Muito Alta,Solteiro,2340,Médio,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
464,464,Perfil 3,37,Não,P & D,Pos_Graduado,Tech,Média,Feminino,Alto,Diretor_Manufatura,Muito Alta,Solteiro,7491,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
465,465,Perfil 2,46,Não,P & D,Ensino_Mèdio,Médico,Baixa,Feminino,Alto,Repres_Saúde,Alta,Casado,10527,Muito Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
466,466,Perfil 1,41,Não,Vendas,Doutorado,Biologia,Média,Feminino,Alto,Gerente,Baixa,Casado,16595,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
467,467,Perfil 1,37,Não,Vendas,Mestrado,Médico,Baixa,Masculino,Alto,Executivo_Vendas,Média,Divorciado,8834,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
468,468,Perfil 1,52,Não,P & D,Faculdade,Tech,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,5577,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
469,469,Perfil 3,32,Sim,Vendas,Mestrado,Outros,Muito Alta,Masculino,Muito Alto,Executivo_Vendas,Alta,Casado,4707,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
470,470,Perfil 3,24,Não,Vendas,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Repres_Vendas,Muito Alta,Casado,2400,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
471,471,Perfil 3,38,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Repres_Saúde,Alta,Casado,9824,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
472,472,Perfil 2,37,Não,P & D,Mestrado,Biologia,Média,Feminino,Alto,Diretor_Manufatura,Média,Casado,6447,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
473,473,Perfil 3,49,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Médio,Diretor_Pesquisa,Alta,Divorciado,19502,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
474,474,Perfil 3,24,Não,P & D,Pos_Graduado,Médico,Média,Masculino,Muito Alto,Pesquisa_Cientifica,Muito Alta,Casado,2725,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
475,475,Perfil 1,26,Não,Vendas,Faculdade,Marketing,Baixa,Masculino,Alto,Executivo_Vendas,Média,Casado,6272,Muito Alto,Muito Alta,Colaboradores com baixa satisfação com o trabalho
476,476,Perfil 1,24,Não,P & D,Faculdade,Outros,Muito Alta,Masculino,Médio,Tecnico_Lab,Média,Casado,2127,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
477,477,Perfil 2,50,Não,RH,Pos_Graduado,Médico,Baixa,Masculino,Alto,Gerente,Média,Casado,18200,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
478,478,Perfil 3,25,Não,Vendas,Ensino_Mèdio,Médico,Média,Masculino,Alto,Repres_Vendas,Alta,Casado,2096,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
479,479,Perfil 3,24,Sim,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Tecnico_Lab,Alta,Casado,2886,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
480,480,Perfil 1,30,Sim,Vendas,Mestrado,Biologia,Média,Masculino,Médio,Repres_Vendas,Baixa,Casado,2033,Alto,Muito Alta,Colaboradores com baixa satisfação com o trabalho
481,481,Perfil 3,34,Não,P & D,Faculdade,Biologia,Média,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,3622,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
482,482,Perfil 2,31,Sim,Vendas,Mestrado,Médico,Média,Masculino,Alto,Executivo_Vendas,Baixa,Divorciado,4233,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
483,483,Perfil 3,35,Não,P & D,Faculdade,Outros,Baixa,Masculino,Médio,Tecnico_Lab,Muito Alta,Solteiro,3681,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
484,484,Perfil 3,31,Não,Vendas,Mestrado,Médico,Baixa,Masculino,Muito Alto,Executivo_Vendas,Muito Alta,Divorciado,5460,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
